moduleTitle;packLabel;sourceDocument;name;type;cost;quantity;reference;state;img;uuid;path;occurrences;modules
Symbaroum Monster Codex;Symbaroum Monster Codex;Symbaroum Monster Codex;Scaly Skin;armor;;;;active;icons/commodities/leather/fur-brown.webp;Compendium.symbaroum-monstercodex.symbaroum-monster-codex.3RTcxD9x0VKsKHYT;actors.98.items.9;1;Symbaroum Monster Codex
Symbaroum Monster Codex;Symbaroum Monster Codex;Symbaroum Monster Codex;Shell;armor;;;;active;icons/commodities/leather/scales-blue.webp;Compendium.symbaroum-monstercodex.symbaroum-monster-codex.ClxHbfKs6bYzgkLw;actors.83.items.4;5;Symbaroum Monster Codex
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Skald’s Cuirass;armor;50 thaler;;;other;icons/equipment/chest/coat-collared-red-gold.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.1nmUH2cppHswSt5s;items.29;1;Symbaroum Core Rulebook
Symbaroum Monster Codex;Symbaroum Monster Codex;Symbaroum Monster Codex;Skin;armor;;;;active;icons/commodities/leather/fur-brown.webp;Compendium.symbaroum-monstercodex.symbaroum-monster-codex.GBxxDZG4E2d76K2o;actors.69.items.8;2;Symbaroum Monster Codex
Symbaroum Monster Codex;Symbaroum Monster Codex;Symbaroum Monster Codex;Slimy Skin;armor;;;;active;icons/commodities/leather/fur-brown.webp;Compendium.symbaroum-monstercodex.symbaroum-monster-codex.Y5vknBd0u670a1I7;actors.97.items.6;1;Symbaroum Monster Codex
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Smouldering Scalemail;armor;;;;active;icons/equipment/chest/breastplate-scale-grey.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.qd1xlxoPx6I1DCoN;actors.38.items.0;1;Symbaroum Core Rulebook
Symbaroum Monster Codex;Symbaroum Monster Codex;Symbaroum Monster Codex;Snake Scales;armor;;;;active;icons/commodities/leather/fur-brown.webp;Compendium.symbaroum-monstercodex.symbaroum-monster-codex.Zy9Dt1XQCbFQfETs;actors.91.items.8;1;Symbaroum Monster Codex
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Snake Skin;armor;;;;active;icons/commodities/leather/fur-brown.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.YvIKl88CsOXNdC0y;actors.28.items.5;1;Symbaroum Core Rulebook
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Sooty Templar Full Plate (Holy);armor;;;;active;icons/equipment/chest/breastplate-banded-steel-grey.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.dpIEyTfBDtzv7JyJ;actors.68.items.13;1;Symbaroum Adventure Collection
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Stone Armor;armor;;;;active;icons/equipment/chest/breastplate-banded-steel-studded.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.SzdQydCOK0ZDFIb1;actors.43.items.4;1;Symbaroum Core Rulebook
Symbaroum Monster Codex;Symbaroum Monster Codex;Symbaroum Monster Codex;Stone Hard Body;armor;;;;active;icons/commodities/leather/scales-blue.webp;Compendium.symbaroum-monstercodex.symbaroum-monster-codex.Rw8vCREUPutnYUwO;actors.63.items.7;1;Symbaroum Monster Codex
Symbaroum Monster Codex;Symbaroum Monster Codex;Symbaroum Monster Codex;Stony skin;armor;;;;active;icons/commodities/leather/scales-blue.webp;Compendium.symbaroum-monstercodex.symbaroum-monster-codex.sGC0UfGHzSZQ9yym;actors.44.items.6;1;Symbaroum Monster Codex
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Studded Leather;armor;;;;active;icons/equipment/chest/breastplate-banded-leather-brown.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.0VOpUzv1HVMXD7kf;actors.36.items.3;9;"Symbaroum Adventure Collection, Symbaroum Core Rulebook, Symbaroum Game Master's Guide, Symbaroum Monster Codex"
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Studded Leather Armor;armor;;;;active;icons/equipment/chest/breastplate-banded-leather-brown.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.jS6LphnbU14jNdlQ;actors.60.items.8;4;Symbaroum Adventure Collection
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Swine Skin;armor;;;;active;icons/commodities/leather/fur-brown.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.Bhf5ECZnU77E9vLu;actors.21.items.7;2;Symbaroum Core Rulebook
Symbaroum Monster Codex;Symbaroum Monster Codex;Symbaroum Monster Codex;Tailored Leather;armor;;;;active;icons/equipment/chest/breastplate-banded-leather-brown.webp;Compendium.symbaroum-monstercodex.symbaroum-monster-codex.hoHN1y86xxUUWg7s;actors.27.items.8;1;Symbaroum Monster Codex
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Templar Full Plate;armor;100 thaler;;;other;icons/equipment/chest/breastplate-collared-steel.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.z9U0960FceLdTXAi;items.30;1;Symbaroum Core Rulebook
Symbaroum Monster Codex;Symbaroum Monster Codex;Symbaroum Monster Codex;Templar Full Plate;armor;;;;active;icons/equipment/chest/breastplate-collared-steel.webp;Compendium.symbaroum-monstercodex.symbaroum-monster-codex.1NdqjghHrKwnpcez;actors.15.items.11;1;Symbaroum Monster Codex
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Templar Full Plate (Holy);armor;;;;active;icons/equipment/chest/breastplate-banded-steel-grey.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.BWE5BfEV08dwG3nq;actors.66.items.7;1;Symbaroum Adventure Collection
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;The Haganor Skin;armor;;;;other;icons/equipment/back/cloak-layered-red-orange.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.eiLAw1CoBfI9t1i6;items.33;1;Symbaroum Adventure Collection
Symbaroum Monster Codex;Symbaroum Monster Codex;Symbaroum Monster Codex;Thick Bark;armor;;;;active;icons/commodities/wood/bark-beige.webp;Compendium.symbaroum-monstercodex.symbaroum-monster-codex.Sn6OXFpe0S4ESiK5;actors.80.items.8;2;Symbaroum Monster Codex
Symbaroum Monster Codex;Symbaroum Monster Codex;Symbaroum Monster Codex;Thick Fur;armor;;;;active;icons/commodities/leather/fur-brown.webp;Compendium.symbaroum-monstercodex.symbaroum-monster-codex.86k8JRelf2m9hvYH;actors.112.items.4;2;Symbaroum Monster Codex
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Thick Hide;armor;;;;active;icons/commodities/leather/fur-brown.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.rM1kLcWqSKWXtIlC;actors.58.items.5;3;"Symbaroum Adventure Collection, Symbaroum Monster Codex"
Symbaroum Monster Codex;Symbaroum Monster Codex;Symbaroum Monster Codex;Thick Skin;armor;;;;active;icons/commodities/leather/fur-brown.webp;Compendium.symbaroum-monstercodex.symbaroum-monster-codex.JFcGi69KR3EcTvhV;actors.64.items.4;2;Symbaroum Monster Codex
Symbaroum Monster Codex;Symbaroum Monster Codex;Symbaroum Monster Codex;Thick Skin;armor;;;;active;icons/commodities/leather/scales-blue.webp;Compendium.symbaroum-monstercodex.symbaroum-monster-codex.Ysq1NtiYerMBrHg8;actors.89.items.10;1;Symbaroum Monster Codex
Symbaroum Monster Codex;Symbaroum Monster Codex;Symbaroum Monster Codex;Tight Leather;armor;;;;active;icons/equipment/chest/breastplate-banded-leather-brown.webp;Compendium.symbaroum-monstercodex.symbaroum-monster-codex.X3wk5YytA9xLEvRt;actors.32.items.6;1;Symbaroum Monster Codex
Symbaroum Monster Codex;Symbaroum Monster Codex;Symbaroum Monster Codex;Tough Bark;armor;;;;active;icons/commodities/leather/scales-blue.webp;Compendium.symbaroum-monstercodex.symbaroum-monster-codex.0XU7e2SeryMVSd6W;actors.110.items.7;1;Symbaroum Monster Codex
Symbaroum Monster Codex;Symbaroum Monster Codex;Symbaroum Monster Codex;Tough Daemon Hide;armor;;;;active;icons/commodities/leather/fur-brown.webp;Compendium.symbaroum-monstercodex.symbaroum-monster-codex.z22xtaUT0YYNFiwr;actors.93.items.5;1;Symbaroum Monster Codex
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Tough Flesh;armor;;;;active;icons/commodities/leather/fur-brown.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.eTLuL3k7EKxwVqAo;actors.4.items.7;3;"Symbaroum Adventure Collection, Symbaroum Core Rulebook, Symbaroum Monster Codex"
Symbaroum - Thistle Hold - Wrath of the Warden;Symbaroum Wrath of the Warden;Symbaroum Wrath of the Warden;Tough Skin;armor;;;;active;icons/commodities/leather/scale-chitin-grey.webp;Compendium.symbaroum-tot-wotw.symbaroum-wrath-of-the-warden.O3Ae5RAJmjhBkwZO;actors.0.items.11;1;Symbaroum - Thistle Hold - Wrath of the Warden
Symbaroum Monster Codex;Symbaroum Monster Codex;Symbaroum Monster Codex;Tough Skin;armor;;;;active;icons/commodities/leather/fur-brown.webp;Compendium.symbaroum-monstercodex.symbaroum-monster-codex.2Rl9eXA8TEMssNzS;actors.45.items.6;4;Symbaroum Monster Codex
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Troll Skin;armor;;;;active;icons/commodities/leather/scales-green.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.HqH5UZvwg3zUp1F7;actors.17.items.11;4;Symbaroum Core Rulebook
Symbaroum Game Master's Guide;Symbaroum Game Master's Guide;Symbaroum Game Masters Guide;Troll Skin;armor;;;;active;icons/commodities/leather/fur-brown.webp;Compendium.symbaroum-gmg.symbaroum-gmg.Nd7mIe5TCuErIyJI;actors.7.items.15;1;Symbaroum Game Master's Guide
Symbaroum Monster Codex;Symbaroum Monster Codex;Symbaroum Monster Codex;Warty Skin;armor;;;;active;icons/commodities/leather/fur-brown.webp;Compendium.symbaroum-monstercodex.symbaroum-monster-codex.rliKdJ53VIWZSxJj;actors.100.items.6;1;Symbaroum Monster Codex
Symbaroum - Thistle Hold - Wrath of the Warden;Symbaroum Wrath of the Warden;Symbaroum Wrath of the Warden;Witch Gown;armor;;;;active;icons/equipment/chest/robe-layered-blue.webp;Compendium.symbaroum-tot-wotw.symbaroum-wrath-of-the-warden.u1Nfgvfc0DEPXzoR;actors.42.items.13;7;"Symbaroum - Thistle Hold - Wrath of the Warden, Symbaroum Adventure Collection, Symbaroum Core Rulebook, Symbaroum Game Master's Guide, Symbaroum Monster Codex"
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Witch Gown;armor;;;;other;icons/equipment/chest/robe-layered-blue.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.rooGtkM2d2vzbe5R;items.562;1;Symbaroum Core Rulebook
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Wolf Hide;armor;;;;active;icons/commodities/leather/fur-brown.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.4mkox9aaCZMauiN2;actors.57.items.6;3;"Symbaroum Adventure Collection, Symbaroum Core Rulebook"
Symbaroum - Thistle Hold - Wrath of the Warden;Symbaroum Wrath of the Warden;Symbaroum Wrath of the Warden;Wolf Skin;armor;;;;active;icons/commodities/leather/fur-brown.webp;Compendium.symbaroum-tot-wotw.symbaroum-wrath-of-the-warden.4mkox9aaCZMauiN2;actors.23.items.6;3;"Symbaroum - Thistle Hold - Wrath of the Warden, Symbaroum Monster Codex"
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Wolf Skin;armor;;;;other;icons/equipment/back/cloak-fur-brown.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.Ctdho04GYO6hJZ92;items.563;1;Symbaroum Core Rulebook
Symbaroum - Thistle Hold - Wrath of the Warden;Symbaroum Wrath of the Warden;Symbaroum Wrath of the Warden;Woven Silk;armor;;;;active;icons/equipment/chest/coat-collared-red-gold.webp;Compendium.symbaroum-tot-wotw.symbaroum-wrath-of-the-warden.ASVRpoy8dmoJHabN;actors.16.items.8;11;"Symbaroum - Thistle Hold - Wrath of the Warden, Symbaroum Adventure Collection, Symbaroum Core Rulebook, Symbaroum Game Master's Guide"
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Woven Silk;armor;;;;other;icons/equipment/chest/coat-collared-red-gold.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.clBZJMHsDcd37s9H;items.564;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Wrath Armor;armor;100 thaler;;;other;icons/equipment/chest/breastplate-rivited-red.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.HTfn52RN93szv97y;items.31;1;Symbaroum Core Rulebook
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;"""Lucky Dice""";equipment;;1;;other;icons/sundries/gaming/dice-pair-white-green.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.xsOIx7hSlFBeS1M6;actors.22.items.4;1;Symbaroum Adventure Collection
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;A Leather Braid;equipment;;1;;other;icons/commodities/leather/leather-scraps-tan.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.JRqBmqRr1tDhGgxi;actors.10.items.8;1;Symbaroum Adventure Collection
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Aged Sherry;equipment;3 shillings;1;;other;icons/consumables/drinks/wine-amphora-clay-gray.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.wyHynnavVcfpdcxk;actors.61.items.10;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Alchemical Mine - Moderate;equipment;4 thaler;1;;other;icons/skills/ranged/projectile-explosion-black-orange.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.eeaGmjM98AYywLXV;items.116;2;"Symbaroum Core Rulebook, Symbaroum Monster Codex"
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Alchemical Mine - Strong;equipment;8 thaler;1;;other;icons/skills/ranged/projectile-explosion-black-orange.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.RKhbzKmoZXEIZTDN;items.117;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Alchemical Mine - Weak;equipment;2 thaler;1;;other;icons/skills/ranged/projectile-explosion-black-orange.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.6RKNCpvmzdTUpkGb;items.118;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Ale-porridge with Butter;equipment;2 shillings;1;;other;icons/consumables/food/soup-broth-bowl-wooden-yellow.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.3ZXQivHXXYO6otOM;items.185;1;Symbaroum Core Rulebook
Symbaroum - Thistle Hold - Wrath of the Warden;Symbaroum Wrath of the Warden;Symbaroum Wrath of the Warden;Aloéna's Amulet;equipment;;1;;other;icons/equipment/neck/amulet-round-silver-teal.webp;Compendium.symbaroum-tot-wotw.symbaroum-wrath-of-the-warden.VGSmfknANNm3SYth;items.1;1;Symbaroum - Thistle Hold - Wrath of the Warden
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Animal Mask;equipment;10 thaler;1;;other;icons/equipment/head/mask-tiger-silver.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.PjfNwxvHTxvZI6L0;items.32;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Arm bracelet;equipment;1 thaler;1;;other;icons/equipment/wrist/bracer-studded-copper.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.7pmIpVcAaL9pe0On;actors.52.items.7;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Arrow - Armor-piercing Head;equipment;5 shillings;1;;other;icons/commodities/metal/arrowhead-steel.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.9YH9IXvHgHosoUVZ;items.119;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Arrow - Flame;equipment;5 shillings;1;;other;icons/magic/fire/projectile-arrow-fire-red-yellow.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.G4DggGbUJxrlWrzC;items.120;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Arrow - Grappling Hook;equipment;5 shillings;1;;other;icons/skills/ranged/arrow-flying-white-blue.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.RNtaeFKzvVis1rBY;items.121;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Arrow - Hammer Head;equipment;5 shillings;1;;other;icons/weapons/ammunition/arrow-simple-brown.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.KU1ifBABDKgHyKeq;items.122;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Arrow - Precision;equipment;5 shillings;1;;other;icons/weapons/ammunition/arrow-simple-grey.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.5aYYs0njIwUMZR5Q;items.123;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Arrow - Rope Cutter;equipment;5 shillings;1;;other;icons/weapons/ammunition/arrow-head-war-flight.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.22I77kXMahYnEyxL;items.124;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Arrow - Snaring;equipment;5 shillings;1;;other;icons/weapons/ammunition/arrow-broadhead-glowing-orange.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.LVKo48bE7s9EoxNT;items.125;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Arrow - Swallow’s Tail;equipment;5 shillings;1;;other;icons/magic/symbols/arrowhead-green.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.9k3aTAJJ2wHwAZKA;items.126;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Arrow - Whistler;equipment;2 shillings;1;;other;icons/skills/ranged/arrow-flying-broadhead-metal.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.tPZQv08Mf5dajHtr;items.127;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Arrows/Bolts - Regular;equipment;1 thaler;10;;other;icons/weapons/ammunition/arrows-war-white.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.an1TKBIxyC1vLjFX;items.128;2;"Symbaroum Core Rulebook, Symbaroum Monster Codex"
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Artifact Catalogue;equipment;10 thaler;1;;other;icons/sundries/books/book-worn-brown-grey.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.4dyPzMH8eSvIG1U2;items.129;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Artisan tool;equipment;1 thaler;1;;other;icons/tools/hand/chisel-steel-brown.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.rI8B4sWmIHp8MT43;items.344;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Artisan’s garb;equipment;5 shillings;1;;other;icons/equipment/chest/vest-leather-brown-gold.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.0QKnRDsFZ7vVx8oD;items.345;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Backpack;equipment;1 thaler;1;;other;icons/containers/bags/pack-engraved-leather-leaf-tan.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.sZfWU3esv36Bnhuq;items.346;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Bagpipe;equipment;1 thaler;1;;other;icons/tools/instruments/pipe-flute-yellow.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.GA4B93Y5KllylonO;items.130;1;Symbaroum Core Rulebook
